Station Name,Measurement Timestamp,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
Foster Weather Station,08/07/2018 10:00:00 AM,23.28,79,,0.0,,32,1.2,1.3,993.2,0
Foster Weather Station,08/07/2018 11:00:00 AM,23.39,80,,0.0,,32,1.0,1.3,993.2,0
Foster Weather Station,08/07/2018 12:00:00 PM,23.78,77,,0.0,,14,1.2,1.4,992.9,0
Foster Weather Station,08/07/2018 01:00:00 PM,23.89,76,,0.0,,46,1.2,1.6,992.6,0
Foster Weather Station,08/07/2018 02:00:00 PM,22.39,88,,9.32,,35,1.3,1.8,991.9,0
Foster Weather Station,08/07/2018 04:00:00 PM,21.78,88,,15.04,,31,2.4,3.6,991.2,0
Foster Weather Station,08/07/2018 05:00:00 PM,20.67,90,,34.98,,24,2.3,3.4,990.9,0
Foster Weather Station,08/07/2018 06:00:00 PM,21.06,85,,0.03,,334,4.4,5.1,990.9,0
Foster Weather Station,08/07/2018 07:00:00 PM,21.56,77,,0.0,,2,2.8,3.2,991.2,0
Foster Weather Station,08/07/2018 08:00:00 PM,21.17,81,,0.0,,351,1.8,2.1,990.9,0
Foster Weather Station,08/07/2018 09:00:00 PM,21.17,84,,0.0,,68,0.5,0.7,991.2,0
Foster Weather Station,08/07/2018 10:00:00 PM,21.0,85,,0.0,,287,0.4,0.6,991.2,0
Foster Weather Station,08/07/2018 11:00:00 PM,21.56,82,,0.0,,328,0.4,0.6,991.2,0
Foster Weather Station,08/07/2018 12:00:00 AM,22.56,82,,0.0,,177,1.3,1.6,993.6,0
Foster Weather Station,08/08/2018 01:00:00 AM,21.17,86,,0.03,,285,0.5,0.6,990.9,0
Foster Weather Station,08/08/2018 02:00:00 AM,21.5,86,,0.0,,315,0.8,1.0,990.5,0
Foster Weather Station,08/08/2018 03:00:00 AM,21.28,87,,0.0,,276,1.2,1.4,990.5,0
Foster Weather Station,08/08/2018 04:00:00 AM,21.17,87,,0.0,,242,0.4,0.5,990.2,0
Foster Weather Station,08/08/2018 05:00:00 AM,21.5,85,,0.0,,295,0.3,0.4,990.9,0
Foster Weather Station,08/08/2018 06:00:00 AM,21.39,85,,0.0,,48,0.4,0.6,990.9,0
Foster Weather Station,08/08/2018 07:00:00 AM,22.0,81,,0.28,,71,0.8,0.9,991.2,0
Foster Weather Station,08/08/2018 08:00:00 AM,22.56,78,,0.05,,31,2.0,2.3,991.2,0
Foster Weather Station,08/08/2018 09:00:00 AM,22.17,78,,0.0,,15,1.3,1.7,991.2,0
Foster Weather Station,08/08/2018 12:00:00 PM,22.78,73,,0.0,,33,2.4,3.5,992.2,0
Foster Weather Station,08/08/2018 01:00:00 PM,22.89,65,,0.0,,3,2.5,3.1,992.2,0
Foster Weather Station,08/08/2018 02:00:00 PM,23.0,67,,0.0,,64,1.1,1.4,991.5,0
Foster Weather Station,08/08/2018 03:00:00 PM,23.28,64,,0.0,,30,2.5,2.9,991.2,0
Foster Weather Station,08/08/2018 04:00:00 PM,23.5,65,,0.0,,56,2.1,2.4,990.9,0
Foster Weather Station,08/08/2018 05:00:00 PM,23.39,64,,0.0,,74,1.3,1.6,990.9,0
Foster Weather Station,08/08/2018 06:00:00 PM,23.39,65,,0.0,,100,0.7,0.8,990.9,0
Foster Weather Station,08/08/2018 07:00:00 PM,23.0,68,,0.0,,131,3.1,3.3,990.9,0
Foster Weather Station,08/08/2018 08:00:00 PM,22.56,72,,0.0,,166,1.4,1.8,990.9,0
Foster Weather Station,08/08/2018 09:00:00 PM,22.56,75,,0.0,,160,1.0,1.2,991.2,0
Foster Weather Station,08/08/2018 10:00:00 PM,23.39,67,,0.0,,220,0.8,0.9,991.5,0
Foster Weather Station,08/08/2018 11:00:00 PM,23.56,67,,0.0,,209,0.8,0.8,991.9,0
Foster Weather Station,08/08/2018 12:00:00 AM,21.28,87,,2.36,,317,0.3,0.4,990.9,0
Foster Weather Station,08/09/2018 01:00:00 AM,23.06,67,,0.0,,298,1.0,1.5,991.5,0
Foster Weather Station,08/09/2018 02:00:00 AM,22.5,70,,0.0,,223,1.2,1.4,991.2,0
Foster Weather Station,08/09/2018 03:00:00 AM,22.17,72,,0.0,,219,2.3,2.6,990.9,0
Foster Weather Station,08/09/2018 04:00:00 AM,22.0,72,,0.0,,242,0.8,1.0,990.5,0
Foster Weather Station,08/09/2018 05:00:00 AM,21.89,73,,0.0,,243,1.3,1.6,990.9,0
Foster Weather Station,08/09/2018 06:00:00 AM,21.67,73,,0.0,,242,2.5,3.4,991.2,0
Foster Weather Station,08/09/2018 07:00:00 AM,21.67,73,,0.03,,205,2.0,2.7,991.2,0
Foster Weather Station,08/09/2018 08:00:00 AM,23.28,67,,0.0,,207,3.5,4.2,991.5,0
Foster Weather Station,08/09/2018 09:00:00 AM,25.28,60,,0.0,,231,1.9,2.7,991.5,0
Foster Weather Station,08/09/2018 10:00:00 AM,27.0,53,,0.0,,220,2.4,2.6,991.5,0
Foster Weather Station,08/09/2018 11:00:00 AM,27.78,54,,0.0,,279,2.2,2.7,991.5,0
Foster Weather Station,08/09/2018 12:00:00 PM,29.78,53,,0.0,,172,1.0,2.0,991.2,0
Foster Weather Station,08/09/2018 01:00:00 PM,30.5,51,,0.0,,214,3.8,5.1,990.9,0
Foster Weather Station,08/09/2018 02:00:00 PM,30.5,53,,0.0,,225,2.8,3.4,990.5,0
Foster Weather Station,08/09/2018 03:00:00 PM,30.39,53,,0.0,,286,3.7,4.5,989.8,0
Foster Weather Station,08/09/2018 04:00:00 PM,30.67,51,,0.0,,249,3.1,3.4,989.8,0
Foster Weather Station,08/09/2018 05:00:00 PM,31.67,44,,0.0,,272,7.0,7.2,989.2,0
Foster Weather Station,08/09/2018 06:00:00 PM,23.89,80,,0.0,,359,5.8,6.4,990.2,0
Foster Weather Station,08/09/2018 07:00:00 PM,23.39,82,,0.0,,341,4.3,5.4,990.9,0
Foster Weather Station,08/09/2018 08:00:00 PM,23.06,78,,0.13,,233,1.3,2.0,990.9,0
Foster Weather Station,08/09/2018 09:00:00 PM,23.06,80,,0.0,,340,0.8,1.0,991.2,0
Foster Weather Station,08/09/2018 10:00:00 PM,22.78,81,,0.76,,11,1.8,2.3,991.9,0
Foster Weather Station,08/09/2018 11:00:00 PM,22.28,84,,1.07,,273,0.6,0.8,991.9,0
Foster Weather Station,08/09/2018 12:00:00 AM,23.39,66,,0.0,,279,2.0,2.1,991.9,0
Foster Weather Station,08/10/2018 01:00:00 AM,22.0,85,,0.0,,174,1.0,1.1,991.5,0
Foster Weather Station,08/10/2018 02:00:00 AM,22.28,86,,0.0,,21,0.4,0.5,991.2,0
Foster Weather Station,08/10/2018 03:00:00 AM,22.06,84,,0.0,,313,1.1,1.5,991.2,0
Foster Weather Station,08/10/2018 04:00:00 AM,22.17,87,,0.0,,316,0.8,0.9,991.2,0
Foster Weather Station,08/10/2018 05:00:00 AM,22.67,86,,0.0,,19,1.5,1.9,991.2,0
Foster Weather Station,08/10/2018 06:00:00 AM,22.67,83,,0.0,,28,0.4,0.6,991.5,0
Foster Weather Station,08/10/2018 07:00:00 AM,23.06,83,,0.0,,14,0.3,0.5,991.5,0
Foster Weather Station,08/10/2018 08:00:00 AM,23.5,81,,0.0,,44,1.3,1.4,991.9,0
Foster Weather Station,08/10/2018 09:00:00 AM,23.67,80,,0.0,,15,1.2,1.6,991.9,0
Foster Weather Station,08/10/2018 10:00:00 AM,24.17,75,,0.0,,69,0.8,1.3,992.2,0
Foster Weather Station,08/10/2018 11:00:00 AM,24.5,75,,0.0,,7,2.4,2.9,992.6,0
Foster Weather Station,08/10/2018 12:00:00 PM,23.89,78,,0.0,,20,2.9,3.3,992.6,0
Foster Weather Station,08/10/2018 01:00:00 PM,23.78,78,,0.0,,34,2.1,2.4,992.2,0
Foster Weather Station,08/10/2018 02:00:00 PM,23.89,75,,0.0,,3,1.7,1.9,992.2,0
Foster Weather Station,08/10/2018 03:00:00 PM,23.89,77,,0.0,,48,1.6,2.2,992.2,0
Foster Weather Station,08/10/2018 04:00:00 PM,23.5,77,,0.0,,12,3.5,4.0,991.9,0
Foster Weather Station,08/10/2018 07:00:00 PM,23.28,78,,0.0,,11,3.5,4.1,991.2,0
Foster Weather Station,08/10/2018 08:00:00 PM,23.17,76,,0.0,,357,1.2,1.5,991.5,0
Foster Weather Station,08/10/2018 09:00:00 PM,23.17,78,,0.0,,339,2.2,2.5,992.2,0
Foster Weather Station,08/10/2018 10:00:00 PM,23.06,79,,0.0,,317,1.3,1.7,992.6,0
Foster Weather Station,08/10/2018 11:00:00 PM,23.06,78,,0.0,,352,0.6,1.0,992.9,0
Foster Weather Station,08/10/2018 12:00:00 AM,22.0,85,,0.0,,230,0.6,0.8,991.5,0
Foster Weather Station,08/11/2018 01:00:00 AM,23.39,73,,0.0,,4,1.9,2.3,992.9,0
Foster Weather Station,08/11/2018 02:00:00 AM,23.28,76,,0.0,,355,2.4,3.0,992.6,0
Foster Weather Station,08/11/2018 03:00:00 AM,23.06,77,,0.0,,346,2.4,2.5,992.2,0
Foster Weather Station,08/11/2018 04:00:00 AM,23.06,78,,0.0,,333,2.0,2.2,992.2,0
Foster Weather Station,08/11/2018 05:00:00 AM,22.67,79,,0.0,,331,1.1,1.2,991.9,0
Foster Weather Station,08/11/2018 06:00:00 AM,21.78,80,,0.0,,284,1.3,1.4,992.2,0
Foster Weather Station,08/11/2018 07:00:00 AM,22.0,77,,0.0,,275,1.0,1.1,992.9,0
Foster Weather Station,08/11/2018 08:00:00 AM,23.5,66,,0.0,,298,0.7,0.8,993.2,0
Foster Weather Station,08/11/2018 09:00:00 AM,24.67,55,,0.0,,30,0.8,1.1,993.9,0
Foster Weather Station,08/11/2018 10:00:00 AM,24.89,55,,0.0,,58,1.1,1.2,994.6,0
Foster Weather Station,08/11/2018 11:00:00 AM,25.0,57,,0.0,,53,2.0,2.1,994.9,0
Foster Weather Station,08/11/2018 12:00:00 PM,26.17,55,,0.0,,120,1.2,1.8,994.6,0
Foster Weather Station,08/11/2018 01:00:00 PM,26.5,53,,0.0,,83,0.8,1.1,994.6,0
Foster Weather Station,08/11/2018 02:00:00 PM,26.28,58,,0.0,,127,1.0,1.6,994.6,0
Foster Weather Station,08/11/2018 03:00:00 PM,26.17,55,,0.0,,107,2.1,2.9,993.9,0
Foster Weather Station,08/11/2018 04:00:00 PM,25.89,57,,0.0,,89,1.2,1.5,994.2,0
Foster Weather Station,08/11/2018 05:00:00 PM,26.39,59,,0.0,,103,0.4,0.4,993.9,0
Foster Weather Station,08/11/2018 06:00:00 PM,26.0,63,,0.0,,144,0.7,0.8,993.9,0
Foster Weather Station,08/11/2018 07:00:00 PM,25.89,58,,0.0,,207,0.2,0.3,993.9,0
Foster Weather Station,08/11/2018 08:00:00 PM,25.0,57,,0.0,,81,0.4,0.4,993.9,0
Foster Weather Station,08/11/2018 09:00:00 PM,24.56,63,,0.0,,36,0.4,0.5,994.6,0
Foster Weather Station,08/11/2018 10:00:00 PM,24.39,60,,0.0,,163,0.4,0.5,994.9,0
Foster Weather Station,08/11/2018 11:00:00 PM,24.89,52,,0.0,,78,0.5,0.5,995.6,0
Foster Weather Station,08/11/2018 12:00:00 AM,23.17,75,,0.0,,9,2.3,3.2,992.6,0
Foster Weather Station,08/12/2018 04:00:00 AM,23.28,73,,0.0,,328,1.1,1.3,995.9,0
Foster Weather Station,08/12/2018 05:00:00 AM,22.39,74,,0.0,,235,1.3,1.6,996.3,0
Foster Weather Station,08/12/2018 06:00:00 AM,21.56,80,,0.0,,217,1.1,1.2,996.3,0
Foster Weather Station,08/12/2018 07:00:00 AM,22.17,80,,0.0,,282,1.3,1.5,997.0,0
Foster Weather Station,08/12/2018 08:00:00 AM,23.17,82,,0.0,,355,2.1,2.3,997.6,0
Foster Weather Station,08/12/2018 09:00:00 AM,24.0,78,,0.0,,351,0.9,1.4,998.0,0
Foster Weather Station,08/12/2018 10:00:00 AM,24.67,70,,0.0,,34,1.3,1.6,998.3,0
Foster Weather Station,08/12/2018 11:00:00 AM,24.89,76,,0.0,,350,1.1,1.3,998.6,0
Foster Weather Station,08/12/2018 12:00:00 PM,25.0,74,,0.0,,56,1.3,2.0,998.6,0
Foster Weather Station,08/12/2018 01:00:00 PM,25.17,73,,0.0,,62,1.9,2.1,998.3,0
Foster Weather Station,08/12/2018 02:00:00 PM,25.5,70,,0.0,,27,1.4,1.7,998.0,0
Foster Weather Station,08/12/2018 03:00:00 PM,25.5,67,,0.0,,359,2.4,2.6,997.6,0
Foster Weather Station,08/12/2018 04:00:00 PM,25.56,64,,0.0,,11,1.7,2.0,997.3,0
Foster Weather Station,08/12/2018 05:00:00 PM,25.5,61,,0.0,,1,1.2,1.6,997.0,0
Foster Weather Station,08/12/2018 06:00:00 PM,25.39,64,,0.0,,354,1.5,1.8,996.6,0
Foster Weather Station,08/12/2018 07:00:00 PM,24.67,76,,0.0,,339,0.9,1.1,996.3,0
Foster Weather Station,08/12/2018 09:00:00 PM,23.67,80,,0.0,,353,0.8,0.9,997.0,0
Foster Weather Station,08/12/2018 10:00:00 PM,23.5,81,,0.0,,35,0.5,0.7,997.3,0
Foster Weather Station,08/12/2018 11:00:00 PM,23.06,83,,0.0,,61,0.4,0.6,997.3,0
Foster Weather Station,08/12/2018 12:00:00 AM,25.06,51,,0.0,,286,0.9,1.0,995.6,0
Foster Weather Station,08/13/2018 01:00:00 AM,22.5,87,,0.0,,196,0.3,0.4,997.6,0
Foster Weather Station,08/13/2018 02:00:00 AM,22.56,86,,0.0,,334,0.4,0.5,997.3,0
Foster Weather Station,08/13/2018 03:00:00 AM,22.56,86,,0.0,,327,0.5,0.6,997.3,0
Foster Weather Station,08/13/2018 04:00:00 AM,22.17,85,,0.0,,267,0.4,0.5,997.0,0
Foster Weather Station,08/13/2018 05:00:00 AM,22.06,87,,0.0,,273,0.7,0.8,996.6,0
Foster Weather Station,08/13/2018 06:00:00 AM,21.56,87,,0.0,,260,0.4,0.5,996.6,0
Foster Weather Station,08/13/2018 07:00:00 AM,21.78,85,,0.0,,242,0.5,0.6,997.3,0
Foster Weather Station,08/13/2018 08:00:00 AM,22.67,83,,0.0,,305,1.7,1.9,997.3,0
Foster Weather Station,08/13/2018 09:00:00 AM,24.17,72,,0.0,,296,1.2,1.3,997.6,0
Foster Weather Station,08/13/2018 10:00:00 AM,24.06,75,,0.0,,42,1.3,1.4,997.6,0
Foster Weather Station,08/13/2018 11:00:00 AM,24.5,73,,0.0,,75,1.2,1.3,997.6,0
Foster Weather Station,08/13/2018 12:00:00 PM,25.67,69,,0.0,,92,1.1,1.4,997.3,0
Foster Weather Station,08/13/2018 01:00:00 PM,25.78,64,,0.0,,184,0.4,0.9,996.6,0
Foster Weather Station,08/13/2018 02:00:00 PM,26.28,60,,0.0,,120,1.6,2.3,995.9,0
Foster Weather Station,08/13/2018 03:00:00 PM,26.17,54,,0.05,,135,0.7,1.4,995.6,0
Foster Weather Station,08/13/2018 04:00:00 PM,26.39,55,,0.0,,127,1.3,1.8,994.9,0
Foster Weather Station,08/13/2018 05:00:00 PM,26.28,62,,0.0,,126,1.6,1.9,994.2,0
Foster Weather Station,08/13/2018 06:00:00 PM,26.06,66,,0.0,,116,2.0,2.6,993.9,0
Foster Weather Station,08/13/2018 07:00:00 PM,25.5,69,,0.0,,121,1.9,2.7,993.6,0
Foster Weather Station,08/13/2018 08:00:00 PM,25.06,68,,0.0,,165,0.7,1.0,993.9,0
Foster Weather Station,08/13/2018 09:00:00 PM,24.89,67,,0.0,,164,1.2,1.4,994.2,0
Foster Weather Station,08/13/2018 10:00:00 PM,24.89,66,,0.0,,179,1.7,1.9,994.6,0
Foster Weather Station,08/13/2018 11:00:00 PM,25.56,50,,0.0,,198,0.8,0.9,994.2,0
Foster Weather Station,08/13/2018 12:00:00 AM,22.56,86,,0.0,,328,0.3,0.4,997.6,0
Foster Weather Station,08/14/2018 01:00:00 AM,25.56,47,,0.0,,238,1.5,1.7,993.9,0
Foster Weather Station,08/14/2018 02:00:00 AM,25.06,51,,0.0,,213,1.6,1.8,993.6,0
Foster Weather Station,08/14/2018 03:00:00 AM,24.5,54,,0.0,,232,1.0,1.1,993.2,0
Foster Weather Station,08/14/2018 04:00:00 AM,23.89,56,,0.0,,227,2.0,2.1,992.9,0
Foster Weather Station,08/14/2018 05:00:00 AM,23.28,59,,0.0,,252,0.8,1.5,993.2,0
Foster Weather Station,08/14/2018 06:00:00 AM,23.17,61,,0.0,,234,1.0,1.2,993.2,0
Foster Weather Station,08/14/2018 07:00:00 AM,23.06,62,,0.0,,244,1.9,2.1,993.6,0
Foster Weather Station,08/14/2018 08:00:00 AM,24.28,58,,0.0,,215,2.1,2.7,993.6,0
Foster Weather Station,08/14/2018 09:00:00 AM,26.28,51,,0.0,,234,1.2,1.4,993.6,0
Foster Weather Station,08/14/2018 10:00:00 AM,27.5,48,,0.0,,219,1.9,2.2,993.6,0
Foster Weather Station,08/14/2018 11:00:00 AM,28.67,43,,0.0,,300,0.9,1.2,993.6,0
Foster Weather Station,08/14/2018 12:00:00 PM,29.06,56,,0.0,,59,0.4,0.6,993.6,0
Foster Weather Station,08/14/2018 01:00:00 PM,26.67,66,,0.0,,143,2.3,2.7,993.2,0
Foster Weather Station,08/14/2018 02:00:00 PM,26.67,66,,0.0,,86,0.4,0.9,992.9,0
Foster Weather Station,08/14/2018 03:00:00 PM,27.28,65,,0.0,,97,0.4,0.5,992.6,0
Foster Weather Station,08/14/2018 04:00:00 PM,26.56,67,,0.0,,152,0.7,0.9,992.2,0
Foster Weather Station,08/14/2018 05:00:00 PM,26.5,71,,0.0,,150,1.5,1.8,991.9,0
Foster Weather Station,08/14/2018 06:00:00 PM,26.39,73,,0.0,,148,1.3,1.7,991.9,0
Foster Weather Station,08/14/2018 07:00:00 PM,26.17,72,,0.0,,128,1.3,1.4,991.5,0
Foster Weather Station,08/14/2018 08:00:00 PM,26.0,73,,0.0,,153,0.8,1.1,991.5,0
Foster Weather Station,08/14/2018 09:00:00 PM,25.39,78,,0.0,,3,0.3,0.4,991.9,0
Foster Weather Station,08/14/2018 10:00:00 PM,25.17,81,,0.0,,171,0.4,0.4,992.2,0
Foster Weather Station,08/14/2018 11:00:00 PM,27.06,48,,0.0,,205,3.3,3.6,991.9,0
Foster Weather Station,08/14/2018 12:00:00 AM,25.78,47,,0.0,,238,0.6,0.7,994.2,0
Foster Weather Station,08/15/2018 01:00:00 AM,25.89,55,,0.0,,230,1.7,2.1,991.5,0
Foster Weather Station,08/15/2018 02:00:00 AM,25.39,58,,0.0,,230,1.6,2.1,991.2,0
Foster Weather Station,08/15/2018 03:00:00 AM,25.06,60,,0.0,,199,1.1,1.2,991.5,0
Foster Weather Station,08/15/2018 04:00:00 AM,25.0,61,,0.0,,197,0.9,1.2,992.2,0
Foster Weather Station,08/15/2018 05:00:00 AM,24.67,63,,0.0,,235,0.2,0.4,991.9,0
Foster Weather Station,08/15/2018 06:00:00 AM,24.06,68,,0.0,,204,1.0,1.2,992.2,0
Foster Weather Station,08/15/2018 07:00:00 AM,24.17,73,,0.0,,142,1.1,1.2,992.6,0
Foster Weather Station,08/15/2018 08:00:00 AM,24.5,74,,0.0,,130,2.1,2.5,991.9,0
Foster Weather Station,08/15/2018 09:00:00 AM,24.56,73,,0.0,,133,2.7,3.0,992.2,0
Foster Weather Station,08/15/2018 10:00:00 AM,24.56,75,,0.0,,149,2.2,2.4,992.2,0
Foster Weather Station,08/15/2018 11:00:00 AM,24.56,76,,0.0,,161,2.1,2.5,991.9,0
Foster Weather Station,08/15/2018 12:00:00 PM,24.78,77,,0.0,,140,3.5,3.8,991.9,0
Foster Weather Station,08/15/2018 01:00:00 PM,25.28,74,,0.08,,130,2.0,2.3,991.9,0
Foster Weather Station,08/15/2018 02:00:00 PM,26.0,72,,0.0,,301,0.4,0.8,991.2,0
Foster Weather Station,08/15/2018 03:00:00 PM,24.89,78,,0.03,,132,2.1,4.2,990.9,0
Foster Weather Station,08/15/2018 04:00:00 PM,25.5,73,,0.08,,138,3.4,3.9,990.5,0
Foster Weather Station,08/15/2018 05:00:00 PM,25.39,77,,0.0,,133,1.9,2.4,989.8,0
Foster Weather Station,08/15/2018 06:00:00 PM,25.06,79,,0.0,,162,2.9,3.7,990.2,0
Foster Weather Station,08/15/2018 07:00:00 PM,24.17,77,,0.0,,162,2.2,2.5,990.5,0
Foster Weather Station,08/15/2018 08:00:00 PM,24.0,83,,1.85,,198,1.6,2.0,990.9,0
Foster Weather Station,08/15/2018 09:00:00 PM,23.56,77,,2.11,,183,2.6,2.9,991.2,0
Foster Weather Station,08/15/2018 10:00:00 PM,23.5,76,,0.0,,127,1.6,2.2,991.2,0
Foster Weather Station,08/15/2018 11:00:00 PM,23.0,77,,0.0,,190,2.3,2.7,991.2,0
Foster Weather Station,08/15/2018 12:00:00 AM,26.5,51,,0.0,,205,3.2,3.7,991.5,0
Foster Weather Station,08/16/2018 01:00:00 AM,22.5,80,,0.0,,139,1.4,1.6,991.2,0
Foster Weather Station,08/16/2018 02:00:00 AM,22.56,82,,0.0,,154,1.8,2.2,990.9,0
Foster Weather Station,08/16/2018 03:00:00 AM,22.39,83,,0.0,,185,0.9,1.2,990.9,0
Foster Weather Station,08/16/2018 04:00:00 AM,22.67,85,,0.0,,105,0.8,1.0,990.9,0
Foster Weather Station,08/16/2018 05:00:00 AM,22.17,87,,0.0,,162,0.4,0.5,990.9,0
Foster Weather Station,08/16/2018 06:00:00 AM,22.28,86,,0.0,,124,1.2,1.4,991.2,0
Foster Weather Station,08/16/2018 07:00:00 AM,22.56,85,,0.0,,358,0.3,0.4,991.5,0
Foster Weather Station,08/16/2018 08:00:00 AM,23.28,81,,0.0,,138,0.5,0.7,991.9,0
Foster Weather Station,08/16/2018 09:00:00 AM,24.78,73,,0.0,,74,1.1,1.4,992.2,0
Foster Weather Station,08/16/2018 10:00:00 AM,25.28,71,,0.0,,96,1.0,1.2,992.2,0
Foster Weather Station,08/16/2018 11:00:00 AM,25.17,69,,0.0,,84,0.5,0.6,992.6,0
Foster Weather Station,08/16/2018 12:00:00 PM,25.06,71,,0.0,,92,0.6,0.8,992.2,0
Foster Weather Station,08/16/2018 01:00:00 PM,25.06,71,,0.0,,106,1.3,1.5,992.2,0
Foster Weather Station,08/16/2018 02:00:00 PM,24.67,72,,0.05,,72,1.2,1.4,992.2,0
Foster Weather Station,08/16/2018 03:00:00 PM,24.0,73,,0.0,,63,2.4,2.5,991.5,0
Foster Weather Station,08/16/2018 04:00:00 PM,24.78,73,,0.0,,99,0.4,0.6,991.5,0
Foster Weather Station,08/16/2018 05:00:00 PM,24.28,73,,0.0,,57,2.4,2.9,990.9,0
Foster Weather Station,08/16/2018 06:00:00 PM,25.17,71,,0.0,,108,0.8,1.2,991.2,0
Foster Weather Station,08/16/2018 07:00:00 PM,24.28,77,,0.0,,96,0.8,1.0,990.9,0
Foster Weather Station,08/16/2018 08:00:00 PM,24.0,79,,0.0,,107,0.4,0.4,990.5,0
Foster Weather Station,08/16/2018 09:00:00 PM,23.89,80,,0.0,,112,2.1,2.6,991.5,0
Foster Weather Station,08/16/2018 10:00:00 PM,24.0,81,,0.0,,92,0.6,0.7,991.5,0
Foster Weather Station,08/16/2018 11:00:00 PM,24.06,80,,0.0,,113,0.9,1.6,992.2,0
Foster Weather Station,08/16/2018 12:00:00 AM,22.67,78,,0.0,,179,1.2,1.3,991.5,0
Foster Weather Station,08/17/2018 01:00:00 AM,21.89,79,,1.93,,270,2.5,3.3,992.2,0
Foster Weather Station,08/17/2018 03:00:00 AM,20.89,86,,0.3,,77,0.6,0.8,990.5,0
Foster Weather Station,08/17/2018 04:00:00 AM,21.56,86,,0.0,,244,0.9,1.1,990.5,0
Foster Weather Station,08/17/2018 05:00:00 AM,21.17,88,,0.0,,175,0.8,0.8,990.9,0
Foster Weather Station,08/17/2018 06:00:00 AM,20.89,87,,0.0,,251,1.5,1.8,991.5,0
Foster Weather Station,08/17/2018 07:00:00 AM,21.17,87,,0.0,,211,2.7,3.2,991.9,0
Foster Weather Station,08/17/2018 08:00:00 AM,21.78,85,,0.0,,215,0.3,0.6,991.9,0
Foster Weather Station,08/17/2018 09:00:00 AM,22.06,80,,0.0,,300,1.5,1.8,991.5,0
Foster Weather Station,08/17/2018 10:00:00 AM,22.78,78,,0.0,,347,1.5,1.7,991.5,0
Foster Weather Station,08/17/2018 11:00:00 AM,23.06,77,,0.0,,69,1.4,1.6,991.9,0
Foster Weather Station,08/17/2018 12:00:00 PM,23.28,74,,0.0,,41,1.2,1.3,992.6,0
Foster Weather Station,08/17/2018 01:00:00 PM,23.56,74,,0.0,,11,2.8,3.1,992.6,0
Foster Weather Station,08/17/2018 02:00:00 PM,23.28,74,,0.0,,12,1.5,1.8,992.2,0
Foster Weather Station,08/17/2018 03:00:00 PM,24.17,69,,0.0,,33,0.8,1.1,991.9,0
Foster Weather Station,08/17/2018 04:00:00 PM,24.28,68,,0.0,,49,2.0,2.3,991.9,0
Foster Weather Station,08/17/2018 05:00:00 PM,24.17,70,,0.0,,62,2.1,2.4,991.9,0
Foster Weather Station,08/17/2018 06:00:00 PM,24.28,70,,0.0,,50,1.3,1.5,991.9,0
Foster Weather Station,08/17/2018 07:00:00 PM,24.28,73,,0.0,,71,1.7,1.7,992.2,0
Foster Weather Station,08/17/2018 08:00:00 PM,24.06,77,,0.0,,50,2.1,2.3,992.9,0
Foster Weather Station,08/17/2018 09:00:00 PM,23.89,75,,0.03,,75,1.0,1.3,993.2,0
Foster Weather Station,08/17/2018 10:00:00 PM,24.06,80,,0.0,,29,1.8,2.0,993.2,0
Foster Weather Station,08/17/2018 11:00:00 PM,23.89,76,,0.0,,209,0.6,0.8,993.2,0
Foster Weather Station,08/17/2018 12:00:00 AM,24.06,82,,0.0,,113,1.6,1.8,991.9,0
Foster Weather Station,08/18/2018 01:00:00 AM,23.78,83,,0.0,,12,0.8,0.9,993.6,0
Foster Weather Station,08/18/2018 02:00:00 AM,23.89,83,,0.0,,72,1.1,1.4,993.2,0
Foster Weather Station,08/18/2018 03:00:00 AM,23.89,81,,0.0,,1,1.1,1.7,993.2,0
Foster Weather Station,08/18/2018 04:00:00 AM,23.78,80,,0.0,,7,2.0,2.5,993.6,0
Foster Weather Station,08/18/2018 05:00:00 AM,23.67,79,,0.0,,355,2.0,2.3,993.6,0
Foster Weather Station,08/18/2018 06:00:00 AM,23.28,82,,0.0,,335,3.8,4.1,993.6,0
Foster Weather Station,08/18/2018 07:00:00 AM,23.67,77,,0.0,,347,1.8,2.0,994.2,0
Foster Weather Station,08/18/2018 08:00:00 AM,23.78,75,,0.0,,6,3.8,4.1,994.6,0
Foster Weather Station,08/18/2018 09:00:00 AM,24.0,73,,0.0,,4,3.5,3.9,994.6,0
Foster Weather Station,08/18/2018 10:00:00 AM,24.17,73,,0.0,,1,2.0,2.4,994.9,0
Foster Weather Station,08/18/2018 11:00:00 AM,24.28,71,,0.0,,14,0.9,1.3,994.9,0
Foster Weather Station,08/18/2018 12:00:00 PM,24.0,71,,0.0,,359,2.7,3.3,994.9,0
Foster Weather Station,08/18/2018 01:00:00 PM,24.17,68,,0.0,,18,2.4,2.5,994.6,0
Foster Weather Station,08/18/2018 02:00:00 PM,23.89,69,,0.05,,1,2.0,2.2,994.2,0
Foster Weather Station,08/18/2018 03:00:00 PM,23.89,69,,0.0,,345,2.9,3.3,993.9,0
Foster Weather Station,08/18/2018 04:00:00 PM,23.78,74,,0.0,,342,2.9,3.8,993.6,0
Foster Weather Station,08/18/2018 05:00:00 PM,23.56,74,,0.13,,347,2.2,2.7,993.2,0
